account,username,text
folkative,ajiwhdmrk_11,Nasi padang Ceban 🔥
folkative,fandialbar,"dih, dangkal"
folkative,satriamahariot,oke gas oke gas
folkative,kiminyong88,"Di tmp ku pandaan pasuruan makan nya 9rb ud dpt nasi + ayam + tempe + tahu + sayur(bisa sop, kangkung, asem, lodeh, dll)"
folkative,mhmmdzakyibn,Mantap pak klo bisa pangkas lgi 5 rb biar lebih menghemat anggaran🔥🔥
folkative,j_junh_h,"yang masih ngejudge anggaran 10ribu, emangnya lu bisa kasih uang saku adek/anak lu tiap hari lebih dari 10ribu?"
folkative,_bor.co,"kalo gamau yasudah, gitu aja kok repot 🙌"
folkative,rifghiialfzy,"ya itu cukup buat makan, emang waktu pak prabowo bikin janji kaya gitu, dia bilang budget makan nya berapa? kan cuma bilang makan bergizi, lu mau makanan enak makan mahal beli sendiri njir, di kasih bukan bersyukur malah ngelunjak😂"
folkative,alexander.suprayitno,Kita tau.. pd akhirnya anggaran ini akan dipotong sama vendor dan pemda.. 😂😂
folkative,herrufirdausss,ada anak yg gak masuk lumayan masuk kantong ibu bapak guru😂
folkative,tri_ade26,Yg bener tu bukan 10rb tapi diatas 10rb dan yg di beri makan itu hanya anak kelas 1 ampe kelas 3
folkative,kuplle.am22,Wkwkwkwk 🤣
folkative,alergi_iklan,SEBERGIZI APA UANG 10K?😂😂
folkative,azizahafand1,Alhamdulillah Terimakasih bapak...selalu bersyukur🙏🏻panjang umur kebaikan❤️
folkative,saniamega_,"terimakasi pak, banyak sekali saya aja makan sehari cmn 3rb paling besar 5rb🙌"
folkative,noviaqu,🙂
folkative,sumiati.sumi.12,Nasi pdang paketan aja 13 rb pak
folkative,lidyakyp,Luv u pak
folkative,alrnd96,"10k buat kaum 58 aja dong plis, pilihan mereka, makan siang pake promag ama mineral 🤣🤣"
folkative,joni.jon.joni.jon,"Atlet pon aceh aja kmaren jatah makan 50rb kek gitu, apalagi ini 10rb 🤣"
folkative,faidzputrakama_,"10k udh dapet banyak harusnya, apalagi kalo massal gini."
folkative,wawan.kuswandi.33633,"10 ribu masih realistis,yang penting yang Masakin jgn cari untung banyak"
folkative,mfadilagam,"Warteg 10rb kenyang alhmdulillah, patut kita syukuri ❤️"
folkative,aldyncityzen,Padahal ini buat anak sekolah 😂😂😂😂 knp yg ribut udh pada jembutan
folkative,adferse_,Goreng terus min
folkative,khlid.s.a,Wkwk
folkative,xolove.gie,"10.000 juga udah besar ko pak.

Nasi+tahu/tempe+telur+sayuran
Nasi+ayam+susu kecil
Roti+susu
Buah+juice
Nasi kuning+buah

sekolah saya juga udah ada meal nya kayak gitu. Anak tk/sd segimana sih makannya porsi kecil. Aman ko cukup 10rb juga❤️❤️❤️❤️❤️

Udah mewah ko 10rb juga ❤️❤️❤️❤️❤️❤️
Makaciiiiii bapak presidenkuuuuwwwww sehat selalu❤️❤️❤️❤️"
folkative,irfanh_412,kalah sama tahanan KPK 🤣
folkative,lxrygvrl,"Walau cuma 10rb tapi setidaknya sudah berjuang, terimakasih bapak sehat selalu❤️"
folkative,nandasari25,"Udh paling bener anggaran segitu dari pusat, biar ga disunat lagi sama dinas di daerah"
folkative,dhaniismawan9,"Ga masalah kalau emng sgtu kmmpuan anggaran. Tapi kenapa ga ""makan gratis"" aja namanya. Embel2 ""Bergizi"" tu kek gmana gtu didenger 🤣"
folkative,pikiipikii_,"better lah ya, yang penting koruptor di musnahin dulu ya kann bisar damai kehidupan ini wkwk"
folkative,ayanew_,"Yang sela beliau, udah jadi apa ?"
folkative,arioutsid,Jos
folkative,congebening,source?
folkative,itzhaki_prov,"Kirain kemarin gaji guru beneran naik, rupanya utk yg uda serdik, lha sama aja, uda ada sejak jaman SBY..gak berubah🤣🤣🤣"
folkative,baiqnuur,"Bersyukur dan berterimakasih lah, seandainya pilihan kalian yang menang belum tentu di kasih makan geratis"
folkative,masdoooo_,boleh tuh uda dapet nasi padang 🙌🔥
folkative,ry.ryanpras,"Mau bergizi atau tidak, kita liat aja eksekusinya... 10 rb itu ckup tidaknya tergantung eksekusinya nanti. Knp ga sabaran bgt. Keburu laper banget ? 🤣"
folkative,briephoenie,"Modal 10rb ini rinciannya gmn ya, menang tender aja subcon udh ambil keuntungan estimasi 20%. Yaa perorg sisa 8rb yaa modalnya? Semoga bisa mencukupi kebutuhan bergizi anak2🙌"
folkative,uneedtopayabill,mau diturunin sampe 5.000 juga penyepongnya tetap happyyy
folkative,rnlddnu_,Nih kan nanti ada packaging ya nah itu kalau kena PPN 12% apa ga makin menyala harganya Wkwkkw
folkative,ade011178,Ya cukuplah laiknya sayur cabe sayur kentang tempe nasi sama krupuk susunya ngga dapet
folkative,rffilhm.dcpsxsh,"Terimakasih pak, semoga Allah SubhanAllah Wa Ta'ala selalu melindungi bapak dan keluarga bapak 🫶🫶"
folkative,delap4npuluh,Ga bakal cukup buat beli kfc sama starbuck 😭😭
folkative,alex_shmbg,"10rb bisa dapat banyak itu, ini di kantor aja disediain makan siang anggarannya 5rb doang udah kenyang"
folkative,andreherlambang12365,anggaran tsb tolong diterapkan utk konsumsi rapat kabinet 👏👏
folkative,zeecokelatt,"terimakasih pak🙌, 10ribu × seluruh anak yang ada di Indonesia = Rp. banyak rupiah 👏"
folkative,albertsilitonga.77,"Udah hapus aja skalian,, dari pada jadi lahan bahas"
folkative,rockribzz,"10rb dipake buat lewatin provinsi-kab/kota-vendor, smpe ke anak2 brp itu? 😂"
folkative,rre.yyi,"Nasi kecap garem krupuk, opsional nya kangkung"
folkative,dhanu_von_manstein108,"Kekurangan pak, mending dialihkan ke hal lain lebih berguna"
folkative,aditianugraha21,4 sehat 5 sempurna semoga terpenuhi dengan bijak 😂
folkative,r_taniaw,susu 3000. sisa 7rb. nasi telor sayur🤣 kocak bet daaaah. Pret lah . mending malu pak drpd gizi anak ga cukup 😂
folkative,safitri.safi.makeup,"Anak saya TK uang makan 3000rb per hari, saya tanya makan apa setiap hari? Jawab nya sayur sop, bayam, tempe, tahu, nugget , sossis, telur , nasgor telur, 3000rb loh itu apalagi 10 rb udah dapat ayam fillet udah bergiji itu jangan bandingin sama org dewasa makan nya kayak kuli 🙏"
folkative,finsa_anugrah,Gpp pak lumayan yang penting bisa makan 👏
folkative,iampray93,Kritis dikit anak abah tp mending sih brati anak dosen UGM drpd anak ABU JANDA😂🤣
folkative,eyaaye_yay,"Program g jelas, buang2 anggaran, padahal masih banyak program2 yg lebih bermanfaat"
folkative,minore_love,Utamakan untuk Daerah adek2 kita yg di Timur pak presiden 🙌🙌 ( Papua & NTT )
folkative,susy.harini,Semoga berkah😍
folkative,unknow.pleasure_33,Naspad paket ceban🔥
folkative,dhalsim.77,Nyampe ke rakyat brp tebak 😆
folkative,besemut,Sbenernya kalo kita ga jualan buat cari untung 10rb itu cukup buat makan
folkative,nabiritata,"Kalo seporsi 10rb tuh cukup banget kok masak makanan yang bergizi, kan masaknya juga g cuma seporsi. Aku di rumah untuk 5 porsi seminggu cuma habis 100rb kok, itu udah termasuk ayam, telur, ikan-ikanan ya. Apalagi kalau masaknya porsi besar hitungannya jauh lebih murah. Ya memang g steak juga, sederhana tapi bergizi. Sejauh ini sudah banyak sekali yg diperjuangkan . Sukses terus pak"
folkative,_ha_nif,"yang komen 10 rb dapet apa, hey idup lu ga bersyukur amat sih, 10 rb itu udah cukup untuk makan bergizi"
folkative,wndyhppy_,"kebiasaan netizen, kebawa sama headline berita doang, coba cari literasinya jgn cuma asal protes"
folkative,leanovalita,"Yg penting ga potong sana sini, yg bikin ga cukup itu yg suka masukin k kantong pribadi"
folkative,moonlyaprilapr_,"iya pak mending segitu , kalo terlalu besar nanti kemungkinan di korupnya jugaa besar 👌"
folkative,serviceiphone_sukabumi,Alhamdulillah..terima kasih pak 🙏🏾 @prabowo
folkative,syamsulchaeril,"Masing2 provinsi beda biaya hidup. Ok lah, di DIY itu murah biaya hidupnya. Tapi di Papua lain lagi kan? Ga bisa disamaratakan"
folkative,syamsulchaeril,Emang ga mudah mengelola negara
folkative,yas.ikk,👏👏
folkative,kafkaocha,warteg
folkative,kriz_nugroho,Vendornya nanti yg jual makanan serba 10 rb di benhil..
folkative,sofiaaananana,Ditempat kerja saya aja uang makan nya 200rb/org per bulannya cukup2 aja kok makanya kitanya pinter2 ngatur duitt biar cukuppp udah dikasih bukannya Alhamdulillah dan dimanfaatkan sebaik mungkin malah ngeluh dasar....
folkative,momonsae,Mau komen apa yah ?
folkative,rinaah28,Weyy 10k dari pemerintah blm lagi potong pajakk. Dapet berapaa pak😅😅
folkative,tir4missy0u,paceng mah dapet lah
folkative,nadiamghfr,🤣🤣🤣🤣
folkative,sitinurulfalahsansuardi,Alhamdulillah semoga terlaksana dengan baik ya pa bismillah demi anak anak Indonesia yang lebih baik di taun taun bapa memimpin negeri ini apalagi yang di pedalaman pedalaman sana
folkative,adril_999,Lumayan
folkative,nuril_frust,Yo gak wareg pak
folkative,boriel_pw,"Saran pak
Yg kmaren gak nyoblos bapak dan gak dking bpak
Jngan ksih jatah buat anaknya😂😂😂"
folkative,jerry_djung,"g makan nasi warung aj...pake gorengan,oreg sama kuah sop aj udah 13rb...itu udah menurut g sederhana bgt...menu akhir bulan..lah ini 10rb gmana critany😂😂😂"
folkative,renaldbobby_,Atur aja pak asal jangan dalam kemasan royko dan masako
folkative,briimaa205,10 ribu ..bisa pake nasi padang ayam atau ikan
folkative,crusty4444,anak abah : 10rb dapet apaan
folkative,ilhammus_,buzzer di instagram banyak juga ya ternyata 💀
folkative,masbay.666,Nasi Padang palsu di Jawa 10 ribuan.
folkative,giantara.k,Bergizi engga ya pak?
folkative,luckyyjay,Kalau di daerah ku dah dapet nasi ayam
folkative,flxconstantine,🤣🤣
folkative,geanandae,Syukuri aja .
folkative,mm_dwp,@amara_shaza19
folkative,_irishcoffe,Di warteg Bahri dapet nasi kuah🤣
folkative,bluskyysss,"10rb di daerah masih dapet, entah kalo di kota besar 🔥"
folkative,tk_nol_kecil,🔥🔥🔥
folkative,minigold_tng,Ceban dapet gizi apaan
folkative,rms13xzy,"Terima kasih pak dan tidak apa apa,kayanya naspad"
folkative,canara_idn,Catering sekolah anak saya juga 10 rb harga nya. Sdh ada lauk + sayur + Nasi. Alhamdulillah aja di syukuri
folkative,m.maalikal,"Ini untuk siswa/siswi ya,Jadi yang satwa di mohon pengertiannya 🙏"
folkative,rrahman_hanif,"Ayoo pak , paket Nasi kuning di saya bisa 10 ribu. Tapi bisa melayani pembayaran di awal pak @prabowo 🙏🙏"
folkative,billlacuantq,0.63 USD..??? 🫣😱😱😱😱😱 Orang Amerika Shock melihat ini.
folkative,ryuwatanabe10,Mending setiap sekolah ada kantin makan gratis kayak amrik
folkative,harinanda_20,😂😂😂😂 sedihhhh🤣🤣🤣🤣
folkative,ferrrdyyan,10rb di padang dapat nasi bungkus nasi banyak cuy 🔥
folkative,jdshalomm,"10rb dapat banyak di @angkringan.paktulus ngawiii, deket rumah @denny_caknan"
folkative,teukufikri.id,kalo itungan catring budget 10-13 RB tu udah makan enak sebener nya
folkative,jasa_isi_mp3,"ga boleh ngeluh, nnti kamu dikata anak abah"
folkative,aqilamufida555,Anakku uang saku sekolah 10 ribu sehari tambah makan gratis Alhamdulillah
folkative,afriltiaa,Gpp 10 rebu asal jangan dicomot2 lagi sama pihak-pihak tertentu yang tidak bertanggung jawab 🔥 yah pak
folkative,nantoutomo,Dak usah aja anak² disuguhi nasi kucing
folkative,nantoutomo,Sdhlah gak usah dipaksakan wow.....program kamu itu nguras APBN
folkative,thantyo.dp,🔥🔥
folkative,indriani.daz,"10 rb bisa buat
Nasi
Tahu/tempe/telur
Sayur
minum air putih biar bocah gak minum warna warni lebih sehat"
folkative,iifagurl,Makan nasipadang pake ayam kering kali ya🤣🤣
folkative,mungkinsangfajar__,ngekkk
folkative,z__zzyr,Ketebak komen2 nya 😂
folkative,july_tepe,"Orang mau berbuat baik untuk negara,biar kualitas SDM kita bagus,anak2 yang kekurangan bisa ikut belajar seperti anak yang bernasib baik malah di cela,,10 rb sangat berguna untuk anak yang kurang mampu!"
folkative,husnurillah,Utk Beli telor ayam peternak
folkative,ndesdesi_,Kalo di kampungku beli bubur pake uang 10rb udah dapet 4 porsi bubur org dewasa. Dan yg perlu diingat porsi anak gak sebanyak porsi dewasa jadi kebutuhan gizi dan cost-nya mungkin berbeda 🙏🏻
folkative,ivankamaulana_,Dapek ampera sapuluah ribu
folkative,tan_alfatih,"Alhamdulillah, cuma bapak hrs update makan Padang 1 porsi 20.000, maklum BPK org lama kaya😂❤️"
folkative,biasphile,ayam geprek dada Olive aja nggak dapet itu
folkative,arzzhaa,bersyukur drpada dikasih mie tiap hari
folkative,fathurreza.19,Alasan di potong?
folkative,ynz_nittaaa,"Udah la pada komen dapat apa dapat apa, yg penting udah nepati janji udah cukup baik🙌"
folkative,renimayang_,10rb di aku dapet nasi rames krupuk es susu sama buah
folkative,faniisiska,"Saran pak gak usah kasih susu.. makan ajah yg menunya bergizi, karna minum susu abis makan juga kurang bagus.. nasi sayur ikan kembung/telor kasih deh tahu tempe.. kalo blm seimbang mamak bapaknya suruh seimbangkan sndri dirumah jgn apa2 maunya gratis mudah banyak.. kalo dipikiran mah tuntutan rakyat banyak, yg penting malah jgn sampe program ini jdi beban rakyak juga dikemudian hari... semangat pak presiden nasihlb kami 5tahun kedepan ditangan anda"
folkative,hayygas.06,Beli nasi A'EL
folkative,deckatessar,😂
folkative,putry.aull,@ryhzz pak bagong mau
folkative,bagaskarayanuarr,Serius nanya kasian cateringnya gak? 😳
folkative,iqbael.r,disclaimer sebenernya bukan perkara 10 rb nya tapi pemangkasan untuk rakyat dengan omongan untuk rakyat miskin cukup
folkative,nabillakrm,"Aku kemaren dukung pak anies , tapi sekarang presiden kita adalah pak prabowo . Dukung saja kinerja beliau selagi itu masih pro terhadap rakyat. Semangat pak semoga program2 bapak berjalan dengan baik ☺️"
folkative,vinsmoke.jayyy,Makan bergizi bang bukan makan mewah
folkative,kenzio.bratadikara,10.000 x seluruh anak Indonesia pak🔥
folkative,kira_ayz13,"Hmmmm, untuk makan 1x sebenernya buat gizi seimbang di cukup2 in sih .
Minimal 15k/makan udah enak."
folkative,ucytggr,"BTW YG PROTES ITU BERSYUKUR BANYAK2 YA! LU PUNYA ANAK UDAH DIKASI MAKAN, KALO MAU LEBIH LU BAWAIN BEKEL SENDIRI! LU YG PUNYA ANAK YA LU YG MUSTI BAHAGIAIN!"
folkative,habib.dmn,Mulai keliatan ya Pak beratnya?
folkative,geiradh,Tetap bersyukur ☺️
folkative,haanatreasure,"10k itu angka yg besar. kalo masaknya itu masak besar otomatis bahan pangan pun juga murah. Ibarat org jualan nasi lalapan sehari hbs 300pcs sama kebutuhan lo yg sehari2 makan minim 20k pdhl modal si penjual cuman 12k misal, Itu itungannya kurang lebih begitu lohh. klo kebutuhan masyarakat Banyak bandinginnya sama kebutuhan lo, y g akan related."
folkative,_meccaflorist,🔥🔥🔥
folkative,selkissez,Nasi padang bisa
folkative,ida_yatulj,Menurut saya cocok dah. 🔥🔥🔥 apalagi di daerah sudah cukup utk 10k
folkative,iwastan_,Yang komen 10rb dapet apa ketauan gk pernah belanja
folkative,ayu.est,Bagus kalau janji kampanye yang digembar gemborkan akan menjadi kenyataan. Mudah-mudahan lauknya disukai anak-anak..jangan lupa atasi stunting itu dari ibunya sejak masa kehamilan ya 😍🔥
folkative,kajo_syahrl,Murahlah dengan harga segitu bisa dapet makanan yg bergizi dan protein
folkative,hasanah_boutique_,"10rb itu di kabupaten gini..dapat nasi kuning lauk telur/ayam,mie,sayur,tahu/tempe kering..isinya pun seabrek. Bahkan udah ada Aqua gelas nya. Semoga aja penyedia ny ntar bisa amanah dan paham gizi"
folkative,vroom1_branded_fashion,"Jangan disamakan dg usaha catring yang nyari keuntungan ya teman2.. kalau pihak sklh bisa jujur , dipekerjakan pegawai khusus masak di tiap sklh bisa nyediain katering ky sklh2 di luar negeri , dg menu sederhana asal bergizi , Dan porsi anak2 jgn di samakan dg porsi dewasa ya teman2 ❤️"
folkative,_wirayudha_,apakah nominal 10rb akan merata ? jelas akan beda 10rb di ibukota dengan 10rb di kabupaten
folkative,rimakristinne,Banyaknya org ga bersyukur
folkative,marselamwm,"Jangan lupa kalau anggaran 10.000 artinya maksimal 5000 yang bakal jadi makanan, sisanya untuk keuntungan vendor dan keuntungan istansi wakakakak"
folkative,saberevolt,Bukan kah yang dijanjikan awal nya 15k kok jadi 10 k
folkative,aleee.scc,Mayan dapet ayam geprek sama nasi + es teh
folkative,soniarifw,Goceng bisa pak ?
folkative,julaibib_ipok,"Masih mending pak, kadang saya 10.000 buat lauk makan siang + makan malem, nasi dari rumah"
folkative,christinesilitonga,"In fact ini cukup. Anak saya sekolah di salah satu TK swasta di bandung. Uang catering mereka 200rb/bulan. Sekolah masuk 5kali seminggu. Sudah dapat makan siang dan snack.
Tapi ini untuk anak TK ya..aku kurang paham apakah 10rb ini sampe level SMA. Ya pasti porsinya berbeda."
folkative,kurniawan.mr,"Mending naspad ceban (lauk ayam/ikan/daging, daun singkong, sayur nangka) dan udah pasti kenyang dan enak."
folkative,harioardi,"10.000 bisa krn borongan se Indonesia ini klo belinya dr grabfood, gofood, shopeefood sih lu cmn dapet air mineral aja tp ambil sendiri"
folkative,goldinprastyo,Coba 10 rb buat beli ke warteg
folkative,mbabahewnol,"Nasi 1 porsi 3k, telur 1 porsi 3k, sayur 1 porsi 2k, tahu tempe 2k. Komplit ❤️🔥"
folkative,welpokonamah,wkwkkw👏
folkative,rsymwa_fqth,"10rb dikali anak satu kabupaten aja bnyk bnr njir ,apa lg seindo"
folkative,whsajesikandhjdh,"Lumayan loh itungan nya, Di Semarang aja 10k udah dapet nasi padang/nasi rames"
folkative,dachri_an,minimal bersyukur🤝
folkative,angginitin,Tapi nanti setelah turun ke cateringnya nggakcsamoai 10.000 sdh disunat dari atasan klu saya ogah
folkative,folkcaturr,"10k? Dapet promag, Okky jelly drink, Energen, bengbeng, teh pucuk"
folkative,alwimalikiii,ya semoga aja dolar cepet ke 5rb🔥🔥
folkative,goodleonnin_,nasi telor bulet
folkative,xy.10yh,Indomie wkwk
folkative,napelupada,nungguin komen pembelot😄
folkative,heal_me20,Udah gitu programnya g sampe pelosok lagi wkwkwkwk🤣🤣🤣
folkative,fhriiiahmaddd,❤️
folkative,faisallfzrii__,yang nyingyir fiks anak abah
folkative,tripelnine_,Aman aja
folkative,muhibin_923,Sumber?
folkative,frizky_abdillah,Siap pak... Masa iya bikin anak bisa ngurus gak bisa 😂😂😂
folkative,arjuna_kel,"Stop aja, hentikan aja program makan siang gratis itu. Itu tidak dibutuhkan dan kurang efektif. Jadikan anggarannya untuk pendidikan gratis dan kualitas pendidikan yg lebih bermanfaat untuk kehidupan. Makan gratis bisa mmbuat orang malas."
folkative,marca_ell,"10 RB NASI SAMA ""KUAH"" SOP,"
folkative,maxloren_16,"Wkwkwk anak SD aja jajan 10rb udh besar kali ,,, aturan bersyukur 🤣"
folkative,mochrzbvrr,"segini juga udah menepati janji, bukannya bersyukur malah mencela."
folkative,fav.0rikaa_,Pak saya masih anak anak kenapa gadapet makan sekarang saya lapar
folkative,rasyiiiddaalf,10 rb mah bekel sehari anak sekolah 😌🤲🏻
folkative,420___herbcobain,bagaimana bisa dari yg katanya GRATIS knp harus bayar juga?
folkative,ssdsddsf009,"jangan mikir kejauhan yg pengenny 100% dikasih full gizi lengkap, please diluar sana masih banyak yg susah dapat makanan. kalo kalian g butuh makanannya tinggal beli sendiri. udah dibantu malah ngelunjak"
